"","brand","emotion","age","n"
"2531","milky way","despair",68,1
"2532","milky way","despair",71,1
"2533","milky way","despair",75,1
"2534","milky way","joy",5,1
"2535","milky way","joy",77,1
"2536","milky way","joy",85,1
"2537","milky way","joy",97,1
"2538","milky way","joy",99,1
"2539","milky way","neutral",12,1
"2540","milky way","neutral",61,1
"2541","milky way","neutral",62,1
"2542","milky way","neutral",71,1
"2543","milky way","neutral",72,1
"2544","milky way","neutral",99,1
"2545","nerds","joy",32,182
"2546","nerds","joy",30,176
"2547","nerds","joy",31,168
"2548","nerds","joy",34,162
"2549","nerds","joy",35,160
"2550","nerds","joy",33,159
"2551","nerds","joy",29,134
"2552","nerds","joy",27,129
"2553","nerds","joy",36,125
"2554","nerds","joy",28,124
"2555","nerds","joy",38,119
"2556","nerds","joy",37,118
"2557","nerds","joy",26,115
"2558","nerds","joy",40,113
"2559","nerds","joy",45,113
"2560","nerds","joy",39,96
"2561","nerds","joy",24,82
"2562","nerds","joy",42,82
"2563","nerds","joy",25,81
"2564","nerds","joy",44,80
"2565","nerds","joy",41,79
"2566","nerds","joy",43,72
"2567","nerds","despair",45,64
"2568","nerds","despair",35,62
"2569","nerds","joy",46,61
"2570","nerds","despair",46,56
"2571","nerds","despair",50,54
"2572","nerds","joy",22,54
"2573","nerds","despair",33,48
"2574","nerds","joy",23,48
"2575","nerds","despair",44,45
"2576","nerds","despair",43,44
"2577","nerds","joy",47,44
"2578","nerds","joy",21,42
"2579","nerds","despair",52,41
"2580","nerds","despair",27,40
"2581","nerds","despair",40,39
"2582","nerds","despair",31,38
"2583","nerds","despair",51,38
"2584","nerds","joy",50,38
"2585","nerds","despair",30,37
"2586","nerds","despair",48,37
"2587","nerds","despair",32,36
"2588","nerds","despair",42,36
"2589","nerds","despair",29,35
"2590","nerds","despair",34,35
"2591","nerds","joy",48,35
"2592","nerds","despair",47,34
"2593","nerds","despair",26,33
"2594","nerds","despair",28,33
"2595","nerds","despair",37,33
"2596","nerds","despair",58,33
"2597","nerds","joy",18,33
"2598","nerds","joy",19,33
"2599","nerds","despair",41,32
"2600","nerds","despair",53,32
"2601","nerds","despair",38,31
"2602","nerds","despair",49,31
"2603","nerds","despair",55,31
"2604","nerds","joy",20,30
"2605","nerds","despair",25,29
"2606","nerds","despair",36,29
"2607","nerds","joy",49,29
"2608","nerds","joy",52,28
"2609","nerds","despair",23,27
"2610","nerds","despair",39,27
"2611","nerds","despair",57,27
"2612","nerds","joy",54,26
"2613","nerds","neutral",30,26
"2614","nerds","despair",24,24
"2615","nerds","joy",51,24
"2616","nerds","despair",54,22
"2617","nerds","despair",56,22
"2618","nerds","despair",59,21
"2619","nerds","joy",53,20
"2620","nerds","joy",17,19
"2621","nerds","neutral",35,19
"2622","nerds","despair",22,18
"2623","nerds","despair",60,17
"2624","nerds","joy",13,17
"2625","nerds","neutral",34,17
"2626","nerds","despair",21,15
"2627","nerds","despair",62,14
"2628","nerds","joy",16,14
"2629","nerds","neutral",42,14
"2630","nerds","despair",61,13
"2631","nerds","despair",67,13
"2632","nerds","joy",55,13
"2633","nerds","neutral",36,13
"2634","nerds","neutral",45,13
"2635","nerds","neutral",29,12
"2636","nerds","neutral",31,12
"2637","nerds","despair",64,11
"2638","nerds","joy",57,11
"2639","nerds","neutral",24,11
"2640","nerds","despair",65,10
"2641","nerds","despair",66,10
"2642","nerds","joy",58,10
"2643","nerds","neutral",27,10
"2644","nerds","neutral",33,10
"2645","nerds","neutral",47,10
"2646","nerds","despair",20,9
"2647","nerds","joy",9,9
"2648","nerds","joy",12,9
"2649","nerds","joy",56,9
"2650","nerds","neutral",28,9
"2651","nerds","neutral",37,9
"2652","nerds","neutral",40,9
"2653","nerds","neutral",43,9
"2654","nerds","neutral",44,9
"2655","nerds","neutral",46,9
"2656","nerds","despair",63,8
"2657","nerds","despair",69,8
"2658","nerds","joy",11,8
"2659","nerds","joy",14,8
"2660","nerds","joy",62,8
"2661","nerds","neutral",20,8
"2662","nerds","neutral",25,8
"2663","nerds","neutral",38,8
"2664","nerds","neutral",49,8
"2665","nerds","neutral",58,8
"2666","nerds","despair",17,7
"2667","nerds","despair",19,7
"2668","nerds","joy",15,7
"2669","nerds","neutral",26,7
"2670","nerds","neutral",55,7
"2671","nerds","joy",60,6
"2672","nerds","neutral",32,6
"2673","nerds","neutral",39,6
"2674","nerds","neutral",54,6
"2675","nerds","neutral",56,6
"2676","nerds","neutral",57,6
"2677","nerds","despair",14,5
"2678","nerds","despair",68,5
"2679","nerds","despair",70,5
"2680","nerds","joy",10,5
"2681","nerds","neutral",13,5
"2682","nerds","neutral",21,5
"2683","nerds","neutral",41,5
"2684","nerds","neutral",50,5
"2685","nerds","neutral",52,5
"2686","nerds","neutral",67,5
"2687","nerds","despair",16,4
"2688","nerds","despair",72,4
"2689","nerds","joy",6,4
"2690","nerds","joy",8,4
"2691","nerds","joy",63,4
"2692","nerds","neutral",51,4
"2693","nerds","neutral",59,4
"2694","nerds","neutral",64,4
"2695","nerds","neutral",70,4
"2696","nerds","despair",13,3
"2697","nerds","despair",15,3
"2698","nerds","despair",18,3
"2699","nerds","despair",74,3
"2700","nerds","joy",61,3
"2701","nerds","joy",65,3
"2702","nerds","neutral",16,3
"2703","nerds","neutral",18,3
"2704","nerds","neutral",53,3
"2705","nerds","neutral",60,3
"2706","nerds","neutral",65,3
"2707","nerds","neutral",71,3
"2708","nerds","despair",12,2
"2709","nerds","despair",71,2
"2710","nerds","despair",75,2
"2711","nerds","joy",59,2
"2712","nerds","joy",64,2
"2713","nerds","neutral",14,2
"2714","nerds","neutral",19,2
"2715","nerds","neutral",22,2
"2716","nerds","neutral",23,2
"2717","nerds","neutral",48,2
"2718","nerds","neutral",61,2
"2719","nerds","neutral",62,2
"2720","nerds","neutral",66,2
"2721","nerds","despair",7,1
"2722","nerds","despair",77,1
"2723","nerds","despair",85,1
"2724","nerds","joy",5,1
"2725","nerds","joy",7,1
"2726","nerds","joy",66,1
"2727","nerds","joy",67,1
"2728","nerds","joy",69,1
"2729","nerds","joy",70,1
"2730","nerds","joy",97,1
"2731","nerds","joy",99,1
"2732","nerds","neutral",12,1
"2733","nerds","neutral",17,1
"2734","nerds","neutral",63,1
"2735","nerds","neutral",72,1
"2736","nerds","neutral",75,1
"2737","nerds","neutral",99,1
"2738","nestle crunch","joy",30,169
"2739","nestle crunch","joy",32,169
"2740","nestle crunch","joy",35,169
"2741","nestle crunch","joy",33,167
"2742","nestle crunch","joy",34,167
"2743","nestle crunch","joy",31,150
"2744","nestle crunch","joy",29,137
"2745","nestle crunch","joy",45,136
"2746","nestle crunch","joy",27,135
"2747","nestle crunch","joy",36,128
"2748","nestle crunch","joy",38,125
"2749","nestle crunch","joy",26,123
"2750","nestle crunch","joy",40,123
"2751","nestle crunch","joy",28,121
"2752","nestle crunch","joy",37,117
"2753","nestle crunch","joy",46,101
"2754","nestle crunch","joy",43,99
"2755","nestle crunch","joy",42,98
"2756","nestle crunch","joy",44,97
"2757","nestle crunch","joy",39,96
"2758","nestle crunch","joy",41,92
"2759","nestle crunch","joy",25,85
"2760","nestle crunch","joy",24,80
"2761","nestle crunch","joy",50,75
"2762","nestle crunch","joy",47,67
"2763","nestle crunch","despair",31,59
"2764","nestle crunch","joy",22,59
"2765","nestle crunch","joy",23,59
"2766","nestle crunch","joy",52,58
"2767","nestle crunch","joy",48,56
"2768","nestle crunch","joy",49,53
"2769","nestle crunch","despair",35,49
"2770","nestle crunch","despair",30,48
"2771","nestle crunch","joy",21,47
"2772","nestle crunch","joy",51,45
"2773","nestle crunch","joy",54,45
"2774","nestle crunch","despair",32,44
"2775","nestle crunch","despair",45,44
"2776","nestle crunch","joy",53,44
"2777","nestle crunch","joy",58,38
"2778","nestle crunch","despair",27,35
"2779","nestle crunch","despair",33,35
"2780","nestle crunch","joy",55,34
"2781","nestle crunch","joy",19,33
"2782","nestle crunch","despair",37,32
"2783","nestle crunch","joy",57,31
"2784","nestle crunch","despair",28,30
"2785","nestle crunch","despair",29,30
"2786","nestle crunch","joy",18,30
"2787","nestle crunch","joy",20,29
"2788","nestle crunch","despair",34,27
"2789","nestle crunch","despair",40,27
"2790","nestle crunch","despair",36,25
"2791","nestle crunch","despair",38,24
"2792","nestle crunch","joy",56,24
"2793","nestle crunch","despair",24,23
"2794","nestle crunch","despair",26,23
"2795","nestle crunch","despair",42,23
"2796","nestle crunch","neutral",35,23
"2797","nestle crunch","neutral",30,22
"2798","nestle crunch","despair",25,21
"2799","nestle crunch","despair",39,20
"2800","nestle crunch","despair",44,20
"2801","nestle crunch","joy",17,20
"2802","nestle crunch","neutral",34,20
"2803","nestle crunch","joy",59,19
"2804","nestle crunch","joy",60,19
"2805","nestle crunch","joy",62,19
"2806","nestle crunch","despair",41,18
"2807","nestle crunch","despair",46,18
"2808","nestle crunch","despair",50,18
"2809","nestle crunch","despair",23,17
"2810","nestle crunch","despair",43,17
"2811","nestle crunch","despair",48,17
"2812","nestle crunch","despair",51,17
"2813","nestle crunch","neutral",44,17
"2814","nestle crunch","joy",65,15
"2815","nestle crunch","neutral",28,15
"2816","nestle crunch","neutral",33,15
"2817","nestle crunch","joy",13,14
"2818","nestle crunch","joy",67,14
"2819","nestle crunch","neutral",24,14
"2820","nestle crunch","neutral",29,14
"2821","nestle crunch","neutral",36,14
"2822","nestle crunch","despair",22,13
"2823","nestle crunch","despair",47,13
"2824","nestle crunch","despair",52,13
"2825","nestle crunch","joy",61,13
"2826","nestle crunch","neutral",39,13
"2827","nestle crunch","despair",55,12
"2828","nestle crunch","joy",64,12
"2829","nestle crunch","neutral",25,12
"2830","nestle crunch","joy",16,11
"2831","nestle crunch","neutral",32,11
"2832","nestle crunch","neutral",37,11
"2833","nestle crunch","neutral",40,11
"2834","nestle crunch","neutral",42,11
"2835","nestle crunch","joy",63,10
"2836","nestle crunch","neutral",20,10
"2837","nestle crunch","neutral",45,10
"2838","nestle crunch","despair",57,9
"2839","nestle crunch","despair",58,9
"2840","nestle crunch","joy",12,9
"2841","nestle crunch","joy",14,9
"2842","nestle crunch","joy",15,9
"2843","nestle crunch","joy",66,9
"2844","nestle crunch","neutral",26,9
"2845","nestle crunch","neutral",27,9
"2846","nestle crunch","neutral",31,9
"2847","nestle crunch","neutral",38,9
"2848","nestle crunch","neutral",43,9
"2849","nestle crunch","despair",20,8
"2850","nestle crunch","despair",49,8
"2851","nestle crunch","despair",53,8
"2852","nestle crunch","neutral",21,8
"2853","nestle crunch","neutral",47,8
"2854","nestle crunch","despair",21,7
"2855","nestle crunch","despair",56,7
"2856","nestle crunch","neutral",13,7
"2857","nestle crunch","neutral",46,7
"2858","nestle crunch","neutral",49,7
"2859","nestle crunch","despair",16,6
"2860","nestle crunch","joy",70,6
"2861","nestle crunch","neutral",41,6
"2862","nestle crunch","neutral",56,6
"2863","nestle crunch","despair",17,5
"2864","nestle crunch","despair",19,5
"2865","nestle crunch","despair",54,5
"2866","nestle crunch","despair",59,5
"2867","nestle crunch","despair",62,5
"2868","nestle crunch","despair",69,5
"2869","nestle crunch","joy",9,5
"2870","nestle crunch","joy",11,5
"2871","nestle crunch","joy",68,5
"2872","nestle crunch","neutral",18,5
"2873","nestle crunch","neutral",55,5
"2874","nestle crunch","despair",13,4
"2875","nestle crunch","despair",14,4
"2876","nestle crunch","despair",18,4
"2877","nestle crunch","despair",60,4
"2878","nestle crunch","despair",61,4
"2879","nestle crunch","joy",6,4
"2880","nestle crunch","joy",10,4
"2881","nestle crunch","neutral",16,4
"2882","nestle crunch","neutral",19,4
"2883","nestle crunch","neutral",50,4
"2884","nestle crunch","neutral",51,4
"2885","nestle crunch","neutral",54,4
"2886","nestle crunch","neutral",57,4
"2887","nestle crunch","neutral",58,4
"2888","nestle crunch","neutral",67,4
"2889","nestle crunch","despair",9,3
"2890","nestle crunch","despair",63,3
"2891","nestle crunch","despair",66,3
"2892","nestle crunch","despair",70,3
"2893","nestle crunch","joy",8,3
"2894","nestle crunch","joy",69,3
"2895","nestle crunch","joy",71,3
"2896","nestle crunch","joy",72,3
"2897","nestle crunch","joy",74,3
"2898","nestle crunch","joy",75,3
"2899","nestle crunch","neutral",52,3
"2900","nestle crunch","neutral",53,3
"2901","nestle crunch","neutral",59,3
"2902","nestle crunch","neutral",60,3
"2903","nestle crunch","neutral",64,3
"2904","nestle crunch","despair",12,2
"2905","nestle crunch","despair",64,2
"2906","nestle crunch","joy",7,2
"2907","nestle crunch","neutral",11,2
"2908","nestle crunch","neutral",14,2
"2909","nestle crunch","neutral",17,2
"2910","nestle crunch","neutral",22,2
"2911","nestle crunch","neutral",71,2
"2912","nestle crunch","despair",10,1
"2913","nestle crunch","despair",11,1
"2914","nestle crunch","despair",15,1
"2915","nestle crunch","despair",65,1
"2916","nestle crunch","despair",67,1
"2917","nestle crunch","despair",72,1
"2918","nestle crunch","joy",5,1
"2919","nestle crunch","joy",77,1
"2920","nestle crunch","joy",85,1
"2921","nestle crunch","joy",97,1
"2922","nestle crunch","joy",99,1
"2923","nestle crunch","neutral",8,1
"2924","nestle crunch","neutral",9,1
"2925","nestle crunch","neutral",12,1
"2926","nestle crunch","neutral",23,1
"2927","nestle crunch","neutral",48,1
"2928","nestle crunch","neutral",61,1
"2929","nestle crunch","neutral",66,1
"2930","nestle crunch","neutral",69,1
"2931","nestle crunch","neutral",70,1
"2932","nestle crunch","neutral",72,1
"2933","nestle crunch","neutral",99,1
"2934","reese’s peanut butter cups","joy",35,215
"2935","reese’s peanut butter cups","joy",30,207
"2936","reese’s peanut butter cups","joy",32,198
"2937","reese’s peanut butter cups","joy",31,196
"2938","reese’s peanut butter cups","joy",33,196
"2939","reese’s peanut butter cups","joy",34,194
"2940","reese’s peanut butter cups","joy",45,172
"2941","reese’s peanut butter cups","joy",29,168
"2942","reese’s peanut butter cups","joy",27,151
"2943","reese’s peanut butter cups","joy",36,146
"2944","reese’s peanut butter cups","joy",28,145
"2945","reese’s peanut butter cups","joy",40,144
"2946","reese’s peanut butter cups","joy",26,143
"2947","reese’s peanut butter cups","joy",38,143
"2948","reese’s peanut butter cups","joy",37,142
"2949","reese’s peanut butter cups","joy",44,118
"2950","reese’s peanut butter cups","joy",39,117
"2951","reese’s peanut butter cups","joy",42,112
"2952","reese’s peanut butter cups","joy",43,112
"2953","reese’s peanut butter cups","joy",46,106
"2954","reese’s peanut butter cups","joy",25,102
"2955","reese’s peanut butter cups","joy",41,101
"2956","reese’s peanut butter cups","joy",24,97
"2957","reese’s peanut butter cups","joy",50,77
"2958","reese’s peanut butter cups","joy",47,76
"2959","reese’s peanut butter cups","joy",48,68
"2960","reese’s peanut butter cups","joy",23,67
"2961","reese’s peanut butter cups","joy",22,60
"2962","reese’s peanut butter cups","joy",49,59
"2963","reese’s peanut butter cups","joy",52,59
"2964","reese’s peanut butter cups","joy",51,52
"2965","reese’s peanut butter cups","joy",21,50
"2966","reese’s peanut butter cups","joy",53,46
"2967","reese’s peanut butter cups","joy",54,46
"2968","reese’s peanut butter cups","joy",58,45
"2969","reese’s peanut butter cups","joy",55,44
"2970","reese’s peanut butter cups","joy",57,38
"2971","reese’s peanut butter cups","joy",19,34
"2972","reese’s peanut butter cups","joy",20,33
"2973","reese’s peanut butter cups","joy",56,31
"2974","reese’s peanut butter cups","joy",18,30
"2975","reese’s peanut butter cups","despair",32,23
"2976","reese’s peanut butter cups","joy",17,23
"2977","reese’s peanut butter cups","joy",60,23
"2978","reese’s peanut butter cups","despair",27,22
"2979","reese’s peanut butter cups","joy",62,22
"2980","reese’s peanut butter cups","joy",13,19
"2981","reese’s peanut butter cups","joy",59,19
"2982","reese’s peanut butter cups","despair",30,18
"2983","reese’s peanut butter cups","despair",50,18
"2984","reese’s peanut butter cups","despair",31,17
"2985","reese’s peanut butter cups","despair",33,15
"2986","reese’s peanut butter cups","despair",46,15
"2987","reese’s peanut butter cups","joy",67,15
"2988","reese’s peanut butter cups","despair",24,14
"2989","reese’s peanut butter cups","despair",35,14
"2990","reese’s peanut butter cups","despair",42,14
"2991","reese’s peanut butter cups","neutral",30,14
"2992","reese’s peanut butter cups","despair",28,12
"2993","reese’s peanut butter cups","despair",36,12
"2994","reese’s peanut butter cups","despair",37,12
"2995","reese’s peanut butter cups","despair",41,12
"2996","reese’s peanut butter cups","despair",51,12
"2997","reese’s peanut butter cups","despair",52,12
"2998","reese’s peanut butter cups","joy",16,12
"2999","reese’s peanut butter cups","joy",61,12
"3000","reese’s peanut butter cups","joy",64,12
"3001","reese’s peanut butter cups","joy",65,12
"3002","reese’s peanut butter cups","neutral",35,12
"3003","reese’s peanut butter cups","despair",25,11
"3004","reese’s peanut butter cups","despair",38,11
"3005","reese’s peanut butter cups","despair",45,11
"3006","reese’s peanut butter cups","joy",63,11
"3007","reese’s peanut butter cups","despair",22,10
"3008","reese’s peanut butter cups","despair",34,10
"3009","reese’s peanut butter cups","despair",40,10
"3010","reese’s peanut butter cups","neutral",34,10
"3011","reese’s peanut butter cups","despair",23,9
"3012","reese’s peanut butter cups","despair",53,9
"3013","reese’s peanut butter cups","joy",12,9
"3014","reese’s peanut butter cups","joy",14,9
"3015","reese’s peanut butter cups","joy",15,9
"3016","reese’s peanut butter cups","neutral",28,9
"3017","reese’s peanut butter cups","neutral",36,9
"3018","reese’s peanut butter cups","neutral",44,9
"3019","reese’s peanut butter cups","despair",26,8
"3020","reese’s peanut butter cups","despair",47,8
"3021","reese’s peanut butter cups","joy",11,8
"3022","reese’s peanut butter cups","joy",69,8
"3023","reese’s peanut butter cups","joy",70,8
"3024","reese’s peanut butter cups","despair",19,7
"3025","reese’s peanut butter cups","despair",20,7
"3026","reese’s peanut butter cups","despair",21,7
"3027","reese’s peanut butter cups","despair",44,7
"3028","reese’s peanut butter cups","joy",9,7
"3029","reese’s peanut butter cups","joy",66,7
"3030","reese’s peanut butter cups","neutral",20,7
"3031","reese’s peanut butter cups","neutral",29,7
"3032","reese’s peanut butter cups","neutral",39,7
"3033","reese’s peanut butter cups","neutral",40,7
"3034","reese’s peanut butter cups","neutral",43,7
"3035","reese’s peanut butter cups","neutral",45,7
"3036","reese’s peanut butter cups","despair",16,6
"3037","reese’s peanut butter cups","despair",29,6
"3038","reese’s peanut butter cups","despair",43,6
"3039","reese’s peanut butter cups","neutral",24,6
"3040","reese’s peanut butter cups","neutral",27,6
"3041","reese’s peanut butter cups","neutral",33,6
"3042","reese’s peanut butter cups","neutral",37,6
"3043","reese’s peanut butter cups","neutral",42,6
"3044","reese’s peanut butter cups","despair",14,5
"3045","reese’s peanut butter cups","despair",18,5
"3046","reese’s peanut butter cups","despair",39,5
"3047","reese’s peanut butter cups","despair",48,5
"3048","reese’s peanut butter cups","despair",49,5
"3049","reese’s peanut butter cups","despair",54,5
"3050","reese’s peanut butter cups","despair",59,5
"3051","reese’s peanut butter cups","despair",61,5
"3052","reese’s peanut butter cups","despair",66,5
"3053","reese’s peanut butter cups","joy",10,5
"3054","reese’s peanut butter cups","neutral",13,5
"3055","reese’s peanut butter cups","neutral",21,5
"3056","reese’s peanut butter cups","neutral",25,5
"3057","reese’s peanut butter cups","neutral",31,5
"3058","reese’s peanut butter cups","neutral",46,5
"3059","reese’s peanut butter cups","despair",17,4
"3060","reese’s peanut butter cups","despair",56,4
"3061","reese’s peanut butter cups","despair",57,4
"3062","reese’s peanut butter cups","despair",64,4
"3063","reese’s peanut butter cups","despair",65,4
"3064","reese’s peanut butter cups","joy",6,4
"3065","reese’s peanut butter cups","joy",68,4
"3066","reese’s peanut butter cups","neutral",18,4
"3067","reese’s peanut butter cups","neutral",22,4
"3068","reese’s peanut butter cups","neutral",26,4
"3069","reese’s peanut butter cups","neutral",38,4
"3070","reese’s peanut butter cups","neutral",47,4
"3071","reese’s peanut butter cups","neutral",49,4
"3072","reese’s peanut butter cups","neutral",55,4
"3073","reese’s peanut butter cups","despair",55,3
"3074","reese’s peanut butter cups","despair",58,3
"3075","reese’s peanut butter cups","despair",67,3
"3076","reese’s peanut butter cups","joy",8,3
"3077","reese’s peanut butter cups","joy",71,3
"3078","reese’s peanut butter cups","joy",72,3
"3079","reese’s peanut butter cups","joy",74,3
"3080","reese’s peanut butter cups","neutral",16,3
"3081","reese’s peanut butter cups","neutral",32,3
"3082","reese’s peanut butter cups","neutral",41,3
"3083","reese’s peanut butter cups","neutral",52,3
"3084","reese’s peanut butter cups","neutral",54,3
"3085","reese’s peanut butter cups","neutral",58,3
"3086","reese’s peanut butter cups","neutral",59,3
"3087","reese’s peanut butter cups","despair",9,2
"3088","reese’s peanut butter cups","despair",12,2
"3089","reese’s peanut butter cups","despair",60,2
"3090","reese’s peanut butter cups","despair",62,2
"3091","reese’s peanut butter cups","despair",63,2
"3092","reese’s peanut butter cups","neutral",50,2
"3093","reese’s peanut butter cups","neutral",51,2
"3094","reese’s peanut butter cups","neutral",56,2
"3095","reese’s peanut butter cups","neutral",57,2
"3096","reese’s peanut butter cups","despair",7,1
"3097","reese’s peanut butter cups","despair",8,1
"3098","reese’s peanut butter cups","despair",13,1
"3099","reese’s peanut butter cups","despair",15,1
"3100","reese’s peanut butter cups","despair",68,1
"3101","reese’s peanut butter cups","despair",69,1
"3102","reese’s peanut butter cups","despair",70,1
"3103","reese’s peanut butter cups","despair",71,1
"3104","reese’s peanut butter cups","despair",72,1
"3105","reese’s peanut butter cups","despair",75,1
"3106","reese’s peanut butter cups","joy",5,1
"3107","reese’s peanut butter cups","joy",7,1
"3108","reese’s peanut butter cups","joy",75,1
"3109","reese’s peanut butter cups","joy",77,1
"3110","reese’s peanut butter cups","joy",85,1
"3111","reese’s peanut butter cups","joy",97,1
"3112","reese’s peanut butter cups","joy",99,1
"3113","reese’s peanut butter cups","neutral",12,1
"3114","reese’s peanut butter cups","neutral",14,1
"3115","reese’s peanut butter cups","neutral",19,1
"3116","reese’s peanut butter cups","neutral",23,1
"3117","reese’s peanut butter cups","neutral",48,1
"3118","reese’s peanut butter cups","neutral",60,1
"3119","reese’s peanut butter cups","neutral",61,1
"3120","reese’s peanut butter cups","neutral",64,1
"3121","reese’s peanut butter cups","neutral",66,1
"3122","reese’s peanut butter cups","neutral",67,1
"3123","reese’s peanut butter cups","neutral",70,1
"3124","reese’s peanut butter cups","neutral",71,1
"3125","reese’s peanut butter cups","neutral",72,1
"3126","reese’s peanut butter cups","neutral",75,1
"3127","reese’s peanut butter cups","neutral",99,1
"3128","skittles","joy",32,180
"3129","skittles","joy",30,174
"3130","skittles","joy",33,164
"3131","skittles","joy",31,162
"3132","skittles","joy",34,161
"3133","skittles","joy",35,154
"3134","skittles","joy",27,146
"3135","skittles","joy",29,132
"3136","skittles","joy",45,127
"3137","skittles","joy",28,123
"3138","skittles","joy",26,118
"3139","skittles","joy",36,115
"3140","skittles","joy",37,110
"3141","skittles","joy",38,107
"3142","skittles","joy",40,103
"3143","skittles","joy",42,87
"3144","skittles","joy",25,86
"3145","skittles","joy",43,82
"3146","skittles","joy",24,81
"3147","skittles","joy",39,81
"3148","skittles","joy",44,78
"3149","skittles","joy",41,77
"3150","skittles","joy",46,74
"3151","skittles","despair",35,64
"3152","skittles","joy",23,60
"3153","skittles","joy",22,57
"3154","skittles","joy",47,56
"3155","skittles","joy",50,51
"3156","skittles","despair",45,50
"3157","skittles","despair",31,46
"3158","skittles","despair",38,46
"3159","skittles","despair",30,45
"3160","skittles","despair",46,44
"3161","skittles","joy",52,43
"3162","skittles","despair",44,42
"3163","skittles","despair",50,42
"3164","skittles","joy",21,42
"3165","skittles","despair",40,41
"3166","skittles","despair",33,40
"3167","skittles","despair",37,40
"3168","skittles","joy",48,38
"3169","skittles","joy",51,38
"3170","skittles","despair",39,37
"3171","skittles","despair",36,36
"3172","skittles","joy",49,36
"3173","skittles","despair",32,35
"3174","skittles","despair",34,35
"3175","skittles","despair",41,34
"3176","skittles","joy",19,34
"3177","skittles","despair",26,33
"3178","skittles","despair",29,33
"3179","skittles","despair",43,33
"3180","skittles","despair",48,33
"3181","skittles","joy",18,32
"3182","skittles","joy",54,32
"3183","skittles","despair",42,31
"3184","skittles","despair",28,30
"3185","skittles","joy",53,30
"3186","skittles","joy",20,29
"3187","skittles","despair",27,26
"3188","skittles","despair",52,26
"3189","skittles","despair",58,24
"3190","skittles","despair",47,23
"3191","skittles","despair",49,23
"3192","skittles","despair",51,23
"3193","skittles","despair",53,23
"3194","skittles","despair",55,23
"3195","skittles","neutral",35,23
"3196","skittles","despair",24,22
"3197","skittles","despair",25,22
"3198","skittles","joy",17,22
"3199","skittles","joy",55,22
"3200","skittles","joy",58,21
"3201","skittles","joy",57,20
"3202","skittles","neutral",30,20
"3203","skittles","despair",57,18
"3204","skittles","neutral",34,18
"3205","skittles","despair",23,17
"3206","skittles","despair",54,17
"3207","skittles","joy",13,17
"3208","skittles","neutral",40,17
"3209","skittles","joy",56,16
"3210","skittles","neutral",29,16
"3211","skittles","neutral",36,16
"3212","skittles","despair",56,15
"3213","skittles","despair",22,14
"3214","skittles","despair",62,14
"3215","skittles","neutral",24,14
"3216","skittles","neutral",42,14
"3217","skittles","neutral",44,14
"3218","skittles","despair",59,13
"3219","skittles","despair",60,13
"3220","skittles","despair",65,13
"3221","skittles","joy",16,13
"3222","skittles","neutral",28,13
"3223","skittles","neutral",33,13
"3224","skittles","neutral",45,13
"3225","skittles","despair",21,12
"3226","skittles","despair",20,11
"3227","skittles","joy",14,11
"3228","skittles","joy",60,11
"3229","skittles","neutral",39,11
"3230","skittles","despair",61,10
"3231","skittles","despair",66,10
"3232","skittles","joy",12,10
"3233","skittles","joy",59,10
"3234","skittles","joy",62,10
"3235","skittles","neutral",25,10
"3236","skittles","neutral",31,10
"3237","skittles","neutral",37,10
"3238","skittles","neutral",43,10
"3239","skittles","despair",67,9
"3240","skittles","joy",15,9
"3241","skittles","neutral",32,9
"3242","skittles","neutral",47,9
"3243","skittles","neutral",49,9
"3244","skittles","joy",11,8
"3245","skittles","neutral",21,8
"3246","skittles","neutral",46,8
"3247","skittles","despair",63,7
"3248","skittles","despair",69,7
"3249","skittles","joy",9,7
"3250","skittles","joy",61,7
"3251","skittles","neutral",20,7
"3252","skittles","neutral",27,7
"3253","skittles","despair",64,6
"3254","skittles","neutral",55,6
"3255","skittles","neutral",56,6
"3256","skittles","neutral",57,6
"3257","skittles","neutral",58,6
"3258","skittles","neutral",64,6
"3259","skittles","despair",16,5
"3260","skittles","despair",18,5
"3261","skittles","despair",19,5
"3262","skittles","joy",10,5
"3263","skittles","joy",63,5
"3264","skittles","joy",64,5
"3265","skittles","joy",67,5
"3266","skittles","neutral",13,5
"3267","skittles","neutral",38,5
"3268","skittles","neutral",41,5
"3269","skittles","neutral",51,5
"3270","skittles","neutral",52,5
"3271","skittles","neutral",54,5
"3272","skittles","neutral",67,5
"3273","skittles","despair",70,4
"3274","skittles","despair",72,4
"3275","skittles","joy",6,4
"3276","skittles","joy",8,4
"3277","skittles","neutral",26,4
"3278","skittles","neutral",50,4
"3279","skittles","neutral",59,4
"3280","skittles","despair",13,3
"3281","skittles","despair",17,3
"3282","skittles","despair",68,3
"3283","skittles","despair",74,3
"3284","skittles","joy",65,3
"3285","skittles","joy",70,3
"3286","skittles","neutral",14,3
"3287","skittles","neutral",16,3
"3288","skittles","neutral",19,3
"3289","skittles","neutral",22,3
"3290","skittles","neutral",48,3
"3291","skittles","neutral",70,3
"3292","skittles","despair",71,2
"3293","skittles","despair",75,2
"3294","skittles","joy",68,2
"3295","skittles","neutral",9,2
"3296","skittles","neutral",12,2
"3297","skittles","neutral",17,2
"3298","skittles","neutral",18,2
"3299","skittles","neutral",53,2
"3300","skittles","neutral",60,2
"3301","skittles","neutral",66,2
"3302","skittles","neutral",71,2
"3303","skittles","despair",7,1
"3304","skittles","despair",14,1
