"","brand","emotion","age","n"
"857","caramellos","despair",52,26
"858","caramellos","joy",21,26
"859","caramellos","despair",41,25
"860","caramellos","despair",48,25
"861","caramellos","despair",43,24
"862","caramellos","despair",49,24
"863","caramellos","joy",58,24
"864","caramellos","neutral",27,24
"865","caramellos","neutral",28,24
"866","caramellos","neutral",34,24
"867","caramellos","joy",56,23
"868","caramellos","despair",19,22
"869","caramellos","despair",22,22
"870","caramellos","joy",20,22
"871","caramellos","neutral",32,22
"872","caramellos","despair",51,20
"873","caramellos","despair",55,20
"874","caramellos","despair",58,20
"875","caramellos","joy",18,20
"876","caramellos","neutral",24,20
"877","caramellos","joy",62,18
"878","caramellos","neutral",25,18
"879","caramellos","neutral",29,18
"880","caramellos","neutral",31,18
"881","caramellos","neutral",36,18
"882","caramellos","neutral",33,17
"883","caramellos","neutral",42,17
"884","caramellos","neutral",40,16
"885","caramellos","joy",17,14
"886","caramellos","joy",19,14
"887","caramellos","joy",59,14
"888","caramellos","joy",60,14
"889","caramellos","joy",61,14
"890","caramellos","despair",20,13
"891","caramellos","despair",54,13
"892","caramellos","neutral",26,13
"893","caramellos","despair",18,12
"894","caramellos","despair",53,12
"895","caramellos","despair",56,12
"896","caramellos","neutral",20,12
"897","caramellos","neutral",38,12
"898","caramellos","neutral",39,12
"899","caramellos","neutral",41,12
"900","caramellos","neutral",45,12
"901","caramellos","despair",16,11
"902","caramellos","joy",65,11
"903","caramellos","neutral",44,11
"904","caramellos","despair",17,10
"905","caramellos","joy",13,10
"906","caramellos","neutral",21,10
"907","caramellos","neutral",22,10
"908","caramellos","neutral",37,10
"909","caramellos","despair",13,9
"910","caramellos","despair",57,9
"911","caramellos","despair",59,9
"912","caramellos","despair",60,9
"913","caramellos","joy",12,9
"914","caramellos","joy",66,9
"915","caramellos","neutral",43,9
"916","caramellos","neutral",47,9
"917","caramellos","joy",15,8
"918","caramellos","joy",16,8
"919","caramellos","neutral",23,8
"920","caramellos","neutral",54,8
"921","caramellos","despair",63,7
"922","caramellos","despair",67,7
"923","caramellos","joy",64,7
"924","caramellos","joy",67,7
"925","caramellos","neutral",18,7
"926","caramellos","neutral",58,7
"927","caramellos","despair",70,6
"928","caramellos","joy",14,6
"929","caramellos","neutral",13,6
"930","caramellos","neutral",19,6
"931","caramellos","neutral",46,6
"932","caramellos","neutral",49,6
"933","caramellos","neutral",53,6
"934","caramellos","neutral",57,6
"935","caramellos","despair",14,5
"936","caramellos","despair",62,5
"937","caramellos","despair",64,5
"938","caramellos","joy",63,5
"939","caramellos","neutral",51,5
"940","caramellos","neutral",64,5
"941","caramellos","neutral",67,5
"942","caramellos","despair",65,4
"943","caramellos","despair",69,4
"944","caramellos","joy",9,4
"945","caramellos","joy",10,4
"946","caramellos","joy",11,4
"947","caramellos","joy",69,4
"948","caramellos","joy",72,4
"949","caramellos","neutral",14,4
"950","caramellos","neutral",52,4
"951","caramellos","neutral",55,4
"952","caramellos","neutral",59,4
"953","caramellos","despair",11,3
"954","caramellos","despair",12,3
"955","caramellos","despair",61,3
"956","caramellos","despair",66,3
"957","caramellos","despair",74,3
"958","caramellos","joy",6,3
"959","caramellos","joy",68,3
"960","caramellos","neutral",9,3
"961","caramellos","neutral",17,3
"962","caramellos","neutral",48,3
"963","caramellos","neutral",50,3
"964","caramellos","neutral",60,3
"965","caramellos","despair",9,2
"966","caramellos","despair",15,2
"967","caramellos","despair",68,2
"968","caramellos","despair",71,2
"969","caramellos","joy",7,2
"970","caramellos","joy",8,2
"971","caramellos","joy",70,2
"972","caramellos","joy",71,2
"973","caramellos","neutral",8,2
"974","caramellos","neutral",16,2
"975","caramellos","neutral",56,2
"976","caramellos","neutral",70,2
"977","caramellos","despair",6,1
"978","caramellos","despair",10,1
"979","caramellos","despair",75,1
"980","caramellos","despair",85,1
"981","caramellos","despair",99,1
"982","caramellos","joy",5,1
"983","caramellos","joy",75,1
"984","caramellos","joy",77,1
"985","caramellos","joy",97,1
"986","caramellos","neutral",11,1
"987","caramellos","neutral",61,1
"988","caramellos","neutral",62,1
"989","caramellos","neutral",63,1
"990","caramellos","neutral",65,1
"991","caramellos","neutral",66,1
"992","caramellos","neutral",69,1
"993","caramellos","neutral",71,1
"994","caramellos","neutral",72,1
"995","caramellos","neutral",75,1
"996","caramellos","neutral",99,1
"997","gummy bears","joy",32,145
"998","gummy bears","joy",33,136
"999","gummy bears","joy",30,131
"1000","gummy bears","joy",31,128
"1001","gummy bears","joy",34,120
"1002","gummy bears","joy",29,117
"1003","gummy bears","joy",35,117
"1004","gummy bears","joy",27,113
"1005","gummy bears","despair",35,105
"1006","gummy bears","joy",38,95
"1007","gummy bears","joy",45,95
"1008","gummy bears","joy",36,94
"1009","gummy bears","joy",37,92
"1010","gummy bears","joy",26,90
"1011","gummy bears","joy",28,89
"1012","gummy bears","despair",45,86
"1013","gummy bears","despair",30,83
"1014","gummy bears","despair",31,81
"1015","gummy bears","joy",40,81
"1016","gummy bears","despair",34,73
"1017","gummy bears","joy",25,72
"1018","gummy bears","joy",44,72
"1019","gummy bears","joy",42,71
"1020","gummy bears","despair",32,68
"1021","gummy bears","despair",33,68
"1022","gummy bears","despair",28,65
"1023","gummy bears","joy",39,65
"1024","gummy bears","despair",40,64
"1025","gummy bears","joy",41,61
"1026","gummy bears","joy",46,60
"1027","gummy bears","despair",26,59
"1028","gummy bears","despair",37,57
"1029","gummy bears","despair",43,57
"1030","gummy bears","despair",50,57
"1031","gummy bears","joy",24,57
"1032","gummy bears","despair",27,56
"1033","gummy bears","despair",46,56
"1034","gummy bears","despair",36,55
"1035","gummy bears","despair",39,55
"1036","gummy bears","despair",44,55
"1037","gummy bears","joy",43,55
"1038","gummy bears","despair",38,50
"1039","gummy bears","despair",42,49
"1040","gummy bears","despair",41,47
"1041","gummy bears","despair",29,46
"1042","gummy bears","despair",24,45
"1043","gummy bears","despair",47,43
"1044","gummy bears","despair",25,41
"1045","gummy bears","joy",22,41
"1046","gummy bears","joy",23,41
"1047","gummy bears","despair",48,38
"1048","gummy bears","joy",47,37
"1049","gummy bears","despair",49,36
"1050","gummy bears","despair",52,36
"1051","gummy bears","joy",21,36
"1052","gummy bears","joy",50,36
"1053","gummy bears","joy",52,36
"1054","gummy bears","joy",51,35
"1055","gummy bears","despair",23,34
"1056","gummy bears","joy",48,33
"1057","gummy bears","despair",58,32
"1058","gummy bears","despair",51,30
"1059","gummy bears","despair",22,29
"1060","gummy bears","joy",54,29
"1061","gummy bears","despair",53,27
"1062","gummy bears","despair",55,27
"1063","gummy bears","joy",19,26
"1064","gummy bears","joy",49,26
"1065","gummy bears","neutral",30,25
"1066","gummy bears","despair",56,24
"1067","gummy bears","joy",53,23
"1068","gummy bears","despair",21,22
"1069","gummy bears","joy",18,22
"1070","gummy bears","despair",57,21
"1071","gummy bears","joy",20,21
"1072","gummy bears","neutral",34,21
"1073","gummy bears","despair",54,20
"1074","gummy bears","joy",57,20
"1075","gummy bears","neutral",35,19
"1076","gummy bears","joy",55,18
"1077","gummy bears","neutral",29,18
"1078","gummy bears","neutral",36,18
"1079","gummy bears","despair",20,17
"1080","gummy bears","despair",59,17
"1081","gummy bears","despair",62,16
"1082","gummy bears","neutral",40,16
"1083","gummy bears","joy",13,15
"1084","gummy bears","neutral",24,15
"1085","gummy bears","despair",18,14
"1086","gummy bears","despair",19,14
"1087","gummy bears","despair",61,14
"1088","gummy bears","joy",17,14
"1089","gummy bears","despair",17,13
"1090","gummy bears","joy",16,13
"1091","gummy bears","joy",58,13
"1092","gummy bears","neutral",33,13
"1093","gummy bears","neutral",38,13
"1094","gummy bears","neutral",43,13
"1095","gummy bears","joy",60,12
"1096","gummy bears","neutral",28,12
"1097","gummy bears","neutral",42,12
"1098","gummy bears","despair",60,11
"1099","gummy bears","neutral",32,11
"1100","gummy bears","neutral",37,11
"1101","gummy bears","despair",63,10
"1102","gummy bears","despair",64,10
"1103","gummy bears","despair",66,10
"1104","gummy bears","neutral",27,10
"1105","gummy bears","neutral",46,10
"1106","gummy bears","despair",12,9
"1107","gummy bears","joy",56,9
"1108","gummy bears","neutral",20,9
"1109","gummy bears","neutral",31,9
"1110","gummy bears","neutral",39,9
"1111","gummy bears","neutral",45,9
"1112","gummy bears","despair",67,8
"1113","gummy bears","joy",14,8
"1114","gummy bears","joy",15,8
"1115","gummy bears","joy",62,8
"1116","gummy bears","joy",65,8
"1117","gummy bears","neutral",41,8
"1118","gummy bears","neutral",47,8
"1119","gummy bears","despair",16,7
"1120","gummy bears","despair",65,7
"1121","gummy bears","joy",9,7
"1122","gummy bears","joy",67,7
"1123","gummy bears","neutral",44,7
"1124","gummy bears","joy",11,6
"1125","gummy bears","joy",59,6
"1126","gummy bears","joy",64,6
"1127","gummy bears","neutral",13,6
"1128","gummy bears","neutral",26,6
"1129","gummy bears","neutral",49,6
"1130","gummy bears","neutral",55,6
"1131","gummy bears","neutral",58,6
"1132","gummy bears","despair",69,5
"1133","gummy bears","despair",71,5
"1134","gummy bears","joy",10,5
"1135","gummy bears","neutral",25,5
"1136","gummy bears","neutral",53,5
"1137","gummy bears","neutral",54,5
"1138","gummy bears","despair",13,4
"1139","gummy bears","despair",14,4
"1140","gummy bears","despair",70,4
"1141","gummy bears","joy",69,4
"1142","gummy bears","neutral",21,4
"1143","gummy bears","neutral",22,4
"1144","gummy bears","neutral",50,4
"1145","gummy bears","neutral",56,4
"1146","gummy bears","neutral",59,4
"1147","gummy bears","neutral",67,4
"1148","gummy bears","despair",68,3
"1149","gummy bears","joy",6,3
"1150","gummy bears","joy",8,3
"1151","gummy bears","joy",12,3
"1152","gummy bears","joy",70,3
"1153","gummy bears","joy",74,3
"1154","gummy bears","neutral",14,3
"1155","gummy bears","neutral",18,3
"1156","gummy bears","neutral",48,3
"1157","gummy bears","neutral",57,3
"1158","gummy bears","neutral",60,3
"1159","gummy bears","neutral",66,3
"1160","gummy bears","neutral",70,3
"1161","gummy bears","despair",72,2
"1162","gummy bears","despair",75,2
"1163","gummy bears","joy",61,2
"1164","gummy bears","joy",63,2
"1165","gummy bears","joy",68,2
"1166","gummy bears","joy",72,2
"1167","gummy bears","neutral",19,2
"1168","gummy bears","neutral",23,2
"1169","gummy bears","neutral",52,2
"1170","gummy bears","neutral",61,2
"1171","gummy bears","despair",6,1
"1172","gummy bears","despair",7,1
"1173","gummy bears","despair",8,1
"1174","gummy bears","despair",9,1
"1175","gummy bears","despair",11,1
"1176","gummy bears","despair",15,1
"1177","gummy bears","despair",77,1
"1178","gummy bears","despair",85,1
"1179","gummy bears","joy",5,1
"1180","gummy bears","joy",7,1
"1181","gummy bears","joy",75,1
"1182","gummy bears","joy",97,1
"1183","gummy bears","joy",99,1
"1184","gummy bears","neutral",9,1
"1185","gummy bears","neutral",11,1
"1186","gummy bears","neutral",15,1
"1187","gummy bears","neutral",16,1
"1188","gummy bears","neutral",51,1
"1189","gummy bears","neutral",63,1
"1190","gummy bears","neutral",64,1
"1191","gummy bears","neutral",65,1
"1192","gummy bears","neutral",72,1
"1193","gummy bears","neutral",99,1
"1194","hershey’s milk chocolate","joy",35,140
"1195","hershey’s milk chocolate","joy",32,139
"1196","hershey’s milk chocolate","joy",33,136
"1197","hershey’s milk chocolate","joy",34,131
"1198","hershey’s milk chocolate","joy",30,126
"1199","hershey’s milk chocolate","joy",31,124
"1200","hershey’s milk chocolate","joy",45,121
"1201","hershey’s milk chocolate","joy",26,111
"1202","hershey’s milk chocolate","joy",29,109
"1203","hershey’s milk chocolate","joy",27,106
"1204","hershey’s milk chocolate","joy",38,106
"1205","hershey’s milk chocolate","joy",28,99
"1206","hershey’s milk chocolate","joy",36,98
"1207","hershey’s milk chocolate","joy",37,98
"1208","hershey’s milk chocolate","joy",40,96
"1209","hershey’s milk chocolate","joy",44,88
"1210","hershey’s milk chocolate","despair",30,84
"1211","hershey’s milk chocolate","joy",46,81
"1212","hershey’s milk chocolate","joy",39,80
"1213","hershey’s milk chocolate","joy",25,79
"1214","hershey’s milk chocolate","joy",42,79
"1215","hershey’s milk chocolate","despair",35,78
"1216","hershey’s milk chocolate","joy",24,76
"1217","hershey’s milk chocolate","despair",31,74
"1218","hershey’s milk chocolate","joy",43,74
"1219","hershey’s milk chocolate","despair",32,72
"1220","hershey’s milk chocolate","joy",41,71
"1221","hershey’s milk chocolate","despair",33,70
"1222","hershey’s milk chocolate","joy",50,64
"1223","hershey’s milk chocolate","despair",45,58
"1224","hershey’s milk chocolate","joy",47,58
"1225","hershey’s milk chocolate","despair",27,57
"1226","hershey’s milk chocolate","despair",34,57
"1227","hershey’s milk chocolate","despair",29,56
"1228","hershey’s milk chocolate","joy",48,55
"1229","hershey’s milk chocolate","joy",23,54
"1230","hershey’s milk chocolate","joy",52,54
"1231","hershey’s milk chocolate","despair",28,51
"1232","hershey’s milk chocolate","despair",40,51
"1233","hershey’s milk chocolate","despair",36,49
"1234","hershey’s milk chocolate","despair",37,48
"1235","hershey’s milk chocolate","joy",22,48
"1236","hershey’s milk chocolate","despair",38,46
"1237","hershey’s milk chocolate","joy",21,44
"1238","hershey’s milk chocolate","joy",49,41
"1239","hershey’s milk chocolate","despair",41,40
"1240","hershey’s milk chocolate","despair",42,40
"1241","hershey’s milk chocolate","despair",43,40
"1242","hershey’s milk chocolate","joy",53,40
"1243","hershey’s milk chocolate","despair",46,39
"1244","hershey’s milk chocolate","joy",51,39
"1245","hershey’s milk chocolate","joy",54,39
"1246","hershey’s milk chocolate","despair",39,36
"1247","hershey’s milk chocolate","joy",19,36
"1248","hershey’s milk chocolate","joy",58,35
"1249","hershey’s milk chocolate","despair",26,34
"1250","hershey’s milk chocolate","joy",18,33
"1251","hershey’s milk chocolate","despair",44,32
"1252","hershey’s milk chocolate","despair",25,31
"1253","hershey’s milk chocolate","joy",20,31
"1254","hershey’s milk chocolate","joy",57,31
"1255","hershey’s milk chocolate","joy",55,30
"1256","hershey’s milk chocolate","despair",50,29
"1257","hershey’s milk chocolate","neutral",30,29
"1258","hershey’s milk chocolate","despair",24,26
"1259","hershey’s milk chocolate","neutral",34,26
"1260","hershey’s milk chocolate","despair",51,24
"1261","hershey’s milk chocolate","despair",47,23
"1262","hershey’s milk chocolate","neutral",35,23
"1263","hershey’s milk chocolate","joy",56,22
"1264","hershey’s milk chocolate","despair",22,21
"1265","hershey’s milk chocolate","despair",23,20
"1266","hershey’s milk chocolate","joy",17,20
"1267","hershey’s milk chocolate","neutral",31,20
"1268","hershey’s milk chocolate","neutral",36,20
"1269","hershey’s milk chocolate","despair",48,18
"1270","hershey’s milk chocolate","despair",49,18
"1271","hershey’s milk chocolate","joy",59,18
"1272","hershey’s milk chocolate","despair",52,17
"1273","hershey’s milk chocolate","joy",62,17
"1274","hershey’s milk chocolate","despair",55,16
"1275","hershey’s milk chocolate","joy",13,16
"1276","hershey’s milk chocolate","neutral",27,16
"1277","hershey’s milk chocolate","neutral",28,16
"1278","hershey’s milk chocolate","neutral",29,16
"1279","hershey’s milk chocolate","joy",60,15
"1280","hershey’s milk chocolate","neutral",24,15
"1281","hershey’s milk chocolate","despair",21,14
"1282","hershey’s milk chocolate","joy",67,14
"1283","hershey’s milk chocolate","neutral",37,14
"1284","hershey’s milk chocolate","neutral",40,14
"1285","hershey’s milk chocolate","neutral",44,14
"1286","hershey’s milk chocolate","joy",16,13
"1287","hershey’s milk chocolate","neutral",32,13
"1288","hershey’s milk chocolate","neutral",39,13
"1289","hershey’s milk chocolate","neutral",42,13
"1290","hershey’s milk chocolate","joy",61,12
"1291","hershey’s milk chocolate","joy",65,12
"1292","hershey’s milk chocolate","despair",53,11
"1293","hershey’s milk chocolate","despair",56,11
"1294","hershey’s milk chocolate","joy",12,11
"1295","hershey’s milk chocolate","joy",14,11
"1296","hershey’s milk chocolate","joy",64,11
"1297","hershey’s milk chocolate","neutral",33,11
"1298","hershey’s milk chocolate","neutral",43,11
"1299","hershey’s milk chocolate","neutral",45,11
"1300","hershey’s milk chocolate","despair",54,10
"1301","hershey’s milk chocolate","despair",58,10
"1302","hershey’s milk chocolate","neutral",26,10
"1303","hershey’s milk chocolate","despair",20,9
"1304","hershey’s milk chocolate","joy",63,9
"1305","hershey’s milk chocolate","neutral",49,9
"1306","hershey’s milk chocolate","despair",60,8
"1307","hershey’s milk chocolate","joy",15,8
"1308","hershey’s milk chocolate","neutral",25,8
"1309","hershey’s milk chocolate","despair",16,7
"1310","hershey’s milk chocolate","despair",57,7
"1311","hershey’s milk chocolate","joy",9,7
"1312","hershey’s milk chocolate","joy",11,7
"1313","hershey’s milk chocolate","joy",66,7
"1314","hershey’s milk chocolate","joy",70,7
"1315","hershey’s milk chocolate","neutral",20,7
"1316","hershey’s milk chocolate","neutral",47,7
"1317","hershey’s milk chocolate","neutral",13,6
"1318","hershey’s milk chocolate","neutral",38,6
"1319","hershey’s milk chocolate","neutral",46,6
"1320","hershey’s milk chocolate","neutral",57,6
"1321","hershey’s milk chocolate","neutral",58,6
"1322","hershey’s milk chocolate","despair",59,5
"1323","hershey’s milk chocolate","despair",61,5
"1324","hershey’s milk chocolate","despair",62,5
"1325","hershey’s milk chocolate","despair",64,5
"1326","hershey’s milk chocolate","joy",10,5
"1327","hershey’s milk chocolate","joy",68,5
"1328","hershey’s milk chocolate","joy",71,5
"1329","hershey’s milk chocolate","neutral",22,5
"1330","hershey’s milk chocolate","neutral",41,5
"1331","hershey’s milk chocolate","neutral",54,5
"1332","hershey’s milk chocolate","neutral",55,5
"1333","hershey’s milk chocolate","despair",17,4
"1334","hershey’s milk chocolate","despair",19,4
"1335","hershey’s milk chocolate","despair",65,4
"1336","hershey’s milk chocolate","despair",66,4
"1337","hershey’s milk chocolate","despair",69,4
"1338","hershey’s milk chocolate","joy",69,4
"1339","hershey’s milk chocolate","joy",72,4
"1340","hershey’s milk chocolate","neutral",21,4
"1341","hershey’s milk chocolate","neutral",50,4
"1342","hershey’s milk chocolate","neutral",53,4
"1343","hershey’s milk chocolate","neutral",56,4
"1344","hershey’s milk chocolate","neutral",59,4
"1345","hershey’s milk chocolate","despair",13,3
"1346","hershey’s milk chocolate","despair",18,3
"1347","hershey’s milk chocolate","despair",63,3
"1348","hershey’s milk chocolate","joy",6,3
"1349","hershey’s milk chocolate","joy",8,3
"1350","hershey’s milk chocolate","joy",74,3
"1351","hershey’s milk chocolate","neutral",17,3
"1352","hershey’s milk chocolate","neutral",18,3
"1353","hershey’s milk chocolate","neutral",23,3
"1354","hershey’s milk chocolate","neutral",51,3
"1355","hershey’s milk chocolate","neutral",52,3
"1356","hershey’s milk chocolate","neutral",60,3
"1357","hershey’s milk chocolate","neutral",67,3
"1358","hershey’s milk chocolate","despair",9,2
"1359","hershey’s milk chocolate","despair",14,2
"1360","hershey’s milk chocolate","despair",15,2
"1361","hershey’s milk chocolate","despair",67,2
"1362","hershey’s milk chocolate","joy",75,2
"1363","hershey’s milk chocolate","neutral",14,2
"1364","hershey’s milk chocolate","neutral",19,2
"1365","hershey’s milk chocolate","neutral",62,2
"1366","hershey’s milk chocolate","neutral",66,2
"1367","hershey’s milk chocolate","neutral",70,2
"1368","hershey’s milk chocolate","despair",6,1
"1369","hershey’s milk chocolate","despair",7,1
"1370","hershey’s milk chocolate","despair",8,1
"1371","hershey’s milk chocolate","despair",11,1
"1372","hershey’s milk chocolate","despair",12,1
"1373","hershey’s milk chocolate","despair",70,1
"1374","hershey’s milk chocolate","despair",75,1
"1375","hershey’s milk chocolate","despair",97,1
"1376","hershey’s milk chocolate","joy",5,1
"1377","hershey’s milk chocolate","joy",7,1
"1378","hershey’s milk chocolate","joy",77,1
"1379","hershey’s milk chocolate","joy",85,1
"1380","hershey’s milk chocolate","joy",99,1
"1381","hershey’s milk chocolate","neutral",16,1
"1382","hershey’s milk chocolate","neutral",48,1
"1383","hershey’s milk chocolate","neutral",61,1
"1384","hershey’s milk chocolate","neutral",63,1
"1385","hershey’s milk chocolate","neutral",64,1
"1386","hershey’s milk chocolate","neutral",69,1
"1387","hershey’s milk chocolate","neutral",72,1
"1388","hershey’s milk chocolate","neutral",99,1
"1389","kit kat","joy",35,208
"1390","kit kat","joy",30,198
"1391","kit kat","joy",32,198
"1392","kit kat","joy",33,190
"1393","kit kat","joy",34,188
"1394","kit kat","joy",31,185
"1395","kit kat","joy",45,173
"1396","kit kat","joy",29,159
"1397","kit kat","joy",27,154
"1398","kit kat","joy",36,149
"1399","kit kat","joy",40,144
"1400","kit kat","joy",26,141
"1401","kit kat","joy",37,140
"1402","kit kat","joy",28,138
"1403","kit kat","joy",38,137
"1404","kit kat","joy",44,118
"1405","kit kat","joy",42,114
"1406","kit kat","joy",39,113
"1407","kit kat","joy",43,110
"1408","kit kat","joy",46,110
"1409","kit kat","joy",41,108
"1410","kit kat","joy",25,101
"1411","kit kat","joy",24,93
"1412","kit kat","joy",50,87
"1413","kit kat","joy",47,76
"1414","kit kat","joy",22,67
"1415","kit kat","joy",23,67
"1416","kit kat","joy",48,66
"1417","kit kat","joy",52,56
"1418","kit kat","joy",49,54
"1419","kit kat","joy",51,53
"1420","kit kat","joy",21,52
"1421","kit kat","joy",53,49
"1422","kit kat","joy",54,46
"1423","kit kat","joy",55,46
"1424","kit kat","joy",58,46
"1425","kit kat","joy",19,39
"1426","kit kat","joy",20,37
"1427","kit kat","joy",57,37
"1428","kit kat","joy",18,36
"1429","kit kat","joy",56,29
"1430","kit kat","joy",17,25
"1431","kit kat","despair",31,23
"1432","kit kat","despair",35,22
"1433","kit kat","neutral",30,22
"1434","kit kat","despair",27,20
"1435","kit kat","joy",59,20
"1436","kit kat","despair",28,19
"1437","kit kat","despair",30,19
"1438","kit kat","joy",13,19
"1439","kit kat","despair",33,18
"1440","kit kat","joy",62,18
"1441","kit kat","despair",24,17
"1442","kit kat","despair",52,16
"1443","kit kat","joy",60,16
"1444","kit kat","despair",32,15
"1445","kit kat","despair",34,15
"1446","kit kat","despair",37,15
"1447","kit kat","joy",16,15
"1448","kit kat","despair",29,14
"1449","kit kat","joy",61,14
"1450","kit kat","despair",25,13
"1451","kit kat","despair",46,13
"1452","kit kat","joy",14,13
"1453","kit kat","joy",65,13
"1454","kit kat","despair",38,12
"1455","kit kat","despair",45,12
"1456","kit kat","joy",64,12
"1457","kit kat","joy",67,12
"1458","kit kat","despair",26,11
"1459","kit kat","joy",12,11
"1460","kit kat","joy",66,11
"1461","kit kat","neutral",32,11
"1462","kit kat","neutral",34,11
"1463","kit kat","neutral",35,11
"1464","kit kat","despair",42,10
"1465","kit kat","despair",51,10
"1466","kit kat","joy",15,10
"1467","kit kat","joy",63,10
"1468","kit kat","neutral",31,10
"1469","kit kat","neutral",36,10
"1470","kit kat","despair",23,9
"1471","kit kat","despair",43,9
"1472","kit kat","despair",49,9
"1473","kit kat","despair",50,9
"1474","kit kat","neutral",28,9
"1475","kit kat","neutral",33,9
"1476","kit kat","neutral",38,9
"1477","kit kat","neutral",39,9
"1478","kit kat","neutral",40,9
"1479","kit kat","neutral",44,9
"1480","kit kat","despair",36,8
"1481","kit kat","despair",40,8
"1482","kit kat","despair",60,8
"1483","kit kat","joy",9,8
"1484","kit kat","joy",11,8
"1485","kit kat","neutral",20,8
"1486","kit kat","neutral",29,8
"1487","kit kat","neutral",42,8
"1488","kit kat","despair",21,7
"1489","kit kat","despair",39,7
"1490","kit kat","despair",44,7
"1491","kit kat","joy",69,7
"1492","kit kat","neutral",24,7
"1493","kit kat","despair",22,6
"1494","kit kat","despair",47,6
"1495","kit kat","despair",48,6
"1496","kit kat","despair",56,6
"1497","kit kat","despair",57,6
"1498","kit kat","joy",70,6
"1499","kit kat","neutral",43,6
"1500","kit kat","neutral",47,6
"1501","kit kat","despair",41,5
"1502","kit kat","despair",54,5
"1503","kit kat","despair",62,5
"1504","kit kat","joy",10,5
"1505","kit kat","joy",68,5
"1506","kit kat","joy",71,5
"1507","kit kat","neutral",13,5
"1508","kit kat","neutral",27,5
"1509","kit kat","neutral",37,5
"1510","kit kat","neutral",45,5
"1511","kit kat","neutral",49,5
"1512","kit kat","despair",16,4
"1513","kit kat","joy",6,4
"1514","kit kat","joy",8,4
"1515","kit kat","joy",72,4
"1516","kit kat","neutral",25,4
"1517","kit kat","neutral",59,4
"1518","kit kat","neutral",67,4
"1519","kit kat","despair",19,3
"1520","kit kat","despair",53,3
"1521","kit kat","despair",59,3
"1522","kit kat","despair",61,3
"1523","kit kat","despair",63,3
"1524","kit kat","despair",65,3
"1525","kit kat","despair",67,3
"1526","kit kat","joy",75,3
"1527","kit kat","neutral",21,3
"1528","kit kat","neutral",26,3
"1529","kit kat","neutral",41,3
"1530","kit kat","neutral",46,3
"1531","kit kat","neutral",51,3
"1532","kit kat","neutral",53,3
"1533","kit kat","neutral",54,3
"1534","kit kat","neutral",55,3
"1535","kit kat","neutral",58,3
"1536","kit kat","neutral",64,3
"1537","kit kat","neutral",70,3
"1538","kit kat","despair",17,2
"1539","kit kat","despair",20,2
"1540","kit kat","despair",55,2
"1541","kit kat","despair",58,2
"1542","kit kat","despair",64,2
"1543","kit kat","despair",66,2
"1544","kit kat","despair",74,2
"1545","kit kat","joy",7,2
"1546","kit kat","neutral",16,2
"1547","kit kat","neutral",18,2
"1548","kit kat","neutral",48,2
"1549","kit kat","neutral",52,2
"1550","kit kat","neutral",56,2
"1551","kit kat","neutral",60,2
"1552","kit kat","despair",9,1
"1553","kit kat","despair",12,1
"1554","kit kat","despair",13,1
"1555","kit kat","despair",14,1
"1556","kit kat","despair",18,1
"1557","kit kat","despair",69,1
"1558","kit kat","despair",70,1
"1559","kit kat","despair",85,1
"1560","kit kat","joy",5,1
"1561","kit kat","joy",74,1
"1562","kit kat","joy",77,1
"1563","kit kat","joy",97,1
"1564","kit kat","joy",99,1
"1565","kit kat","neutral",14,1
"1566","kit kat","neutral",22,1
"1567","kit kat","neutral",23,1
"1568","kit kat","neutral",50,1
"1569","kit kat","neutral",57,1
"1570","kit kat","neutral",61,1
"1571","kit kat","neutral",62,1
"1572","kit kat","neutral",69,1
"1573","kit kat","neutral",72,1
"1574","kit kat","neutral",99,1
"1575","lollipops","despair",35,131
"1576","lollipops","despair",45,111
"1577","lollipops","joy",30,109
"1578","lollipops","despair",33,107
"1579","lollipops","despair",31,104
"1580","lollipops","despair",32,104
"1581","lollipops","despair",34,102
"1582","lollipops","joy",32,100
"1583","lollipops","joy",31,98
"1584","lollipops","despair",30,94
"1585","lollipops","joy",27,94
"1586","lollipops","joy",29,90
"1587","lollipops","joy",33,89
"1588","lollipops","joy",35,87
"1589","lollipops","joy",34,86
"1590","lollipops","despair",36,83
"1591","lollipops","despair",40,79
"1592","lollipops","joy",26,79
"1593","lollipops","despair",38,78
"1594","lollipops","despair",37,76
"1595","lollipops","despair",46,74
"1596","lollipops","despair",28,73
"1597","lollipops","joy",28,71
"1598","lollipops","despair",27,70
"1599","lollipops","despair",43,70
"1600","lollipops","despair",29,69
"1601","lollipops","joy",37,68
"1602","lollipops","despair",50,67
"1603","lollipops","despair",44,66
"1604","lollipops","joy",38,66
"1605","lollipops","joy",40,66
"1606","lollipops","joy",45,66
"1607","lollipops","despair",41,65
"1608","lollipops","despair",26,64
"1609","lollipops","joy",24,64
"1610","lollipops","joy",36,63
"1611","lollipops","despair",39,61
"1612","lollipops","despair",42,60
"1613","lollipops","joy",25,56
"1614","lollipops","joy",42,54
"1615","lollipops","joy",39,52
"1616","lollipops","despair",52,51
"1617","lollipops","joy",44,49
"1618","lollipops","despair",25,47
"1619","lollipops","despair",48,46
"1620","lollipops","despair",47,44
"1621","lollipops","joy",41,44
"1622","lollipops","despair",51,43
"1623","lollipops","joy",43,43
"1624","lollipops","joy",46,43
"1625","lollipops","despair",24,39
"1626","lollipops","despair",23,38
"1627","lollipops","despair",49,38
