"brand","emotion","age","n"
"caramellos","neutral",63,1
"caramellos","neutral",65,1
"caramellos","neutral",66,1
"caramellos","neutral",69,1
"caramellos","neutral",71,1
"caramellos","neutral",72,1
"caramellos","neutral",75,1
"caramellos","neutral",99,1
"gummy bears","joy",32,145
"gummy bears","joy",33,136
"gummy bears","joy",30,131
"gummy bears","joy",31,128
"gummy bears","joy",34,120
"gummy bears","joy",29,117
"gummy bears","joy",35,117
"gummy bears","joy",27,113
"gummy bears","despair",35,105
"gummy bears","joy",38,95
"gummy bears","joy",45,95
"gummy bears","joy",36,94
"gummy bears","joy",37,92
"gummy bears","joy",26,90
"gummy bears","joy",28,89
"gummy bears","despair",45,86
"gummy bears","despair",30,83
"gummy bears","despair",31,81
"gummy bears","joy",40,81
"gummy bears","despair",34,73
"gummy bears","joy",25,72
"gummy bears","joy",44,72
"gummy bears","joy",42,71
"gummy bears","despair",32,68
"gummy bears","despair",33,68
"gummy bears","despair",28,65
"gummy bears","joy",39,65
"gummy bears","despair",40,64
"gummy bears","joy",41,61
"gummy bears","joy",46,60
"gummy bears","despair",26,59
"gummy bears","despair",37,57
"gummy bears","despair",43,57
"gummy bears","despair",50,57
"gummy bears","joy",24,57
"gummy bears","despair",27,56
"gummy bears","despair",46,56
"gummy bears","despair",36,55
"gummy bears","despair",39,55
"gummy bears","despair",44,55
"gummy bears","joy",43,55
"gummy bears","despair",38,50
"gummy bears","despair",42,49
"gummy bears","despair",41,47
"gummy bears","despair",29,46
"gummy bears","despair",24,45
"gummy bears","despair",47,43
"gummy bears","despair",25,41
"gummy bears","joy",22,41
"gummy bears","joy",23,41
"gummy bears","despair",48,38
"gummy bears","joy",47,37
"gummy bears","despair",49,36
"gummy bears","despair",52,36
"gummy bears","joy",21,36
"gummy bears","joy",50,36
"gummy bears","joy",52,36
"gummy bears","joy",51,35
"gummy bears","despair",23,34
"gummy bears","joy",48,33
"gummy bears","despair",58,32
"gummy bears","despair",51,30
"gummy bears","despair",22,29
"gummy bears","joy",54,29
"gummy bears","despair",53,27
"gummy bears","despair",55,27
"gummy bears","joy",19,26
"gummy bears","joy",49,26
"gummy bears","neutral",30,25
"gummy bears","despair",56,24
"gummy bears","joy",53,23
"gummy bears","despair",21,22
"gummy bears","joy",18,22
"gummy bears","despair",57,21
"gummy bears","joy",20,21
"gummy bears","neutral",34,21
"gummy bears","despair",54,20
"gummy bears","joy",57,20
"gummy bears","neutral",35,19
"gummy bears","joy",55,18
"gummy bears","neutral",29,18
"gummy bears","neutral",36,18
"gummy bears","despair",20,17
"gummy bears","despair",59,17
"gummy bears","despair",62,16
"gummy bears","neutral",40,16
"gummy bears","joy",13,15
"gummy bears","neutral",24,15
"gummy bears","despair",18,14
"gummy bears","despair",19,14
"gummy bears","despair",61,14
"gummy bears","joy",17,14
"gummy bears","despair",17,13
"gummy bears","joy",16,13
"gummy bears","joy",58,13
"gummy bears","neutral",33,13
"gummy bears","neutral",38,13
"gummy bears","neutral",43,13
"gummy bears","joy",60,12
"gummy bears","neutral",28,12
"gummy bears","neutral",42,12
"gummy bears","despair",60,11
"gummy bears","neutral",32,11
"gummy bears","neutral",37,11
"gummy bears","despair",63,10
"gummy bears","despair",64,10
"gummy bears","despair",66,10
"gummy bears","neutral",27,10
"gummy bears","neutral",46,10
"gummy bears","despair",12,9
"gummy bears","joy",56,9
"gummy bears","neutral",20,9
"gummy bears","neutral",31,9
"gummy bears","neutral",39,9
"gummy bears","neutral",45,9
"gummy bears","despair",67,8
"gummy bears","joy",14,8
"gummy bears","joy",15,8
"gummy bears","joy",62,8
"gummy bears","joy",65,8
"gummy bears","neutral",41,8
"gummy bears","neutral",47,8
"gummy bears","despair",16,7
"gummy bears","despair",65,7
"gummy bears","joy",9,7
"gummy bears","joy",67,7
"gummy bears","neutral",44,7
"gummy bears","joy",11,6
"gummy bears","joy",59,6
"gummy bears","joy",64,6
"gummy bears","neutral",13,6
"gummy bears","neutral",26,6
"gummy bears","neutral",49,6
"gummy bears","neutral",55,6
"gummy bears","neutral",58,6
"gummy bears","despair",69,5
"gummy bears","despair",71,5
"gummy bears","joy",10,5
"gummy bears","neutral",25,5
"gummy bears","neutral",53,5
"gummy bears","neutral",54,5
"gummy bears","despair",13,4
"gummy bears","despair",14,4
"gummy bears","despair",70,4
"gummy bears","joy",69,4
"gummy bears","neutral",21,4
"gummy bears","neutral",22,4
"gummy bears","neutral",50,4
"gummy bears","neutral",56,4
"gummy bears","neutral",59,4
"gummy bears","neutral",67,4
"gummy bears","despair",68,3
"gummy bears","joy",6,3
"gummy bears","joy",8,3
"gummy bears","joy",12,3
"gummy bears","joy",70,3
"gummy bears","joy",74,3
"gummy bears","neutral",14,3
"gummy bears","neutral",18,3
"gummy bears","neutral",48,3
"gummy bears","neutral",57,3
"gummy bears","neutral",60,3
"gummy bears","neutral",66,3
"gummy bears","neutral",70,3
"gummy bears","despair",72,2
"gummy bears","despair",75,2
"gummy bears","joy",61,2
"gummy bears","joy",63,2
"gummy bears","joy",68,2
"gummy bears","joy",72,2
"gummy bears","neutral",19,2
"gummy bears","neutral",23,2
"gummy bears","neutral",52,2
"gummy bears","neutral",61,2
"gummy bears","despair",6,1
"gummy bears","despair",7,1
"gummy bears","despair",8,1
"gummy bears","despair",9,1
"gummy bears","despair",11,1
"gummy bears","despair",15,1
"gummy bears","despair",77,1
"gummy bears","despair",85,1
"gummy bears","joy",5,1
"gummy bears","joy",7,1
"gummy bears","joy",75,1
"gummy bears","joy",97,1
"gummy bears","joy",99,1
"gummy bears","neutral",9,1
"gummy bears","neutral",11,1
"gummy bears","neutral",15,1
"gummy bears","neutral",16,1
"gummy bears","neutral",51,1
"gummy bears","neutral",63,1
"gummy bears","neutral",64,1
"gummy bears","neutral",65,1
"gummy bears","neutral",72,1
"gummy bears","neutral",99,1
"hershey’s milk chocolate","joy",35,140
"hershey’s milk chocolate","joy",32,139
"hershey’s milk chocolate","joy",33,136
"hershey’s milk chocolate","joy",34,131
"hershey’s milk chocolate","joy",30,126
"hershey’s milk chocolate","joy",31,124
"hershey’s milk chocolate","joy",45,121
"hershey’s milk chocolate","joy",26,111
"hershey’s milk chocolate","joy",29,109
"hershey’s milk chocolate","joy",27,106
"hershey’s milk chocolate","joy",38,106
"hershey’s milk chocolate","joy",28,99
"hershey’s milk chocolate","joy",36,98
"hershey’s milk chocolate","joy",37,98
"hershey’s milk chocolate","joy",40,96
"hershey’s milk chocolate","joy",44,88
"hershey’s milk chocolate","despair",30,84
"hershey’s milk chocolate","joy",46,81
"hershey’s milk chocolate","joy",39,80
"hershey’s milk chocolate","joy",25,79
"hershey’s milk chocolate","joy",42,79
"hershey’s milk chocolate","despair",35,78
"hershey’s milk chocolate","joy",24,76
"hershey’s milk chocolate","despair",31,74
"hershey’s milk chocolate","joy",43,74
"hershey’s milk chocolate","despair",32,72
"hershey’s milk chocolate","joy",41,71
"hershey’s milk chocolate","despair",33,70
"hershey’s milk chocolate","joy",50,64
"hershey’s milk chocolate","despair",45,58
"hershey’s milk chocolate","joy",47,58
"hershey’s milk chocolate","despair",27,57
"hershey’s milk chocolate","despair",34,57
"hershey’s milk chocolate","despair",29,56
"hershey’s milk chocolate","joy",48,55
"hershey’s milk chocolate","joy",23,54
"hershey’s milk chocolate","joy",52,54
"hershey’s milk chocolate","despair",28,51
"hershey’s milk chocolate","despair",40,51
"hershey’s milk chocolate","despair",36,49
"hershey’s milk chocolate","despair",37,48
"hershey’s milk chocolate","joy",22,48
"hershey’s milk chocolate","despair",38,46
"hershey’s milk chocolate","joy",21,44
"hershey’s milk chocolate","joy",49,41
"hershey’s milk chocolate","despair",41,40
"hershey’s milk chocolate","despair",42,40
"hershey’s milk chocolate","despair",43,40
"hershey’s milk chocolate","joy",53,40
"hershey’s milk chocolate","despair",46,39
"hershey’s milk chocolate","joy",51,39
"hershey’s milk chocolate","joy",54,39
"hershey’s milk chocolate","despair",39,36
"hershey’s milk chocolate","joy",19,36
"hershey’s milk chocolate","joy",58,35
"hershey’s milk chocolate","despair",26,34
"hershey’s milk chocolate","joy",18,33
"hershey’s milk chocolate","despair",44,32
"hershey’s milk chocolate","despair",25,31
"hershey’s milk chocolate","joy",20,31
"hershey’s milk chocolate","joy",57,31
"hershey’s milk chocolate","joy",55,30
"hershey’s milk chocolate","despair",50,29
"hershey’s milk chocolate","neutral",30,29
"hershey’s milk chocolate","despair",24,26
"hershey’s milk chocolate","neutral",34,26
"hershey’s milk chocolate","despair",51,24
"hershey’s milk chocolate","despair",47,23
"hershey’s milk chocolate","neutral",35,23
"hershey’s milk chocolate","joy",56,22
"hershey’s milk chocolate","despair",22,21
"hershey’s milk chocolate","despair",23,20
"hershey’s milk chocolate","joy",17,20
"hershey’s milk chocolate","neutral",31,20
"hershey’s milk chocolate","neutral",36,20
"hershey’s milk chocolate","despair",48,18
"hershey’s milk chocolate","despair",49,18
"hershey’s milk chocolate","joy",59,18
"hershey’s milk chocolate","despair",52,17
"hershey’s milk chocolate","joy",62,17
"hershey’s milk chocolate","despair",55,16
"hershey’s milk chocolate","joy",13,16
"hershey’s milk chocolate","neutral",27,16
"hershey’s milk chocolate","neutral",28,16
"hershey’s milk chocolate","neutral",29,16
"hershey’s milk chocolate","joy",60,15
"hershey’s milk chocolate","neutral",24,15
"hershey’s milk chocolate","despair",21,14
"hershey’s milk chocolate","joy",67,14
"hershey’s milk chocolate","neutral",37,14
"hershey’s milk chocolate","neutral",40,14
"hershey’s milk chocolate","neutral",44,14
"hershey’s milk chocolate","joy",16,13
"hershey’s milk chocolate","neutral",32,13
"hershey’s milk chocolate","neutral",39,13
"hershey’s milk chocolate","neutral",42,13
"hershey’s milk chocolate","joy",61,12
"hershey’s milk chocolate","joy",65,12
"hershey’s milk chocolate","despair",53,11
"hershey’s milk chocolate","despair",56,11
"hershey’s milk chocolate","joy",12,11
"hershey’s milk chocolate","joy",14,11
"hershey’s milk chocolate","joy",64,11
"hershey’s milk chocolate","neutral",33,11
"hershey’s milk chocolate","neutral",43,11
"hershey’s milk chocolate","neutral",45,11
"hershey’s milk chocolate","despair",54,10
"hershey’s milk chocolate","despair",58,10
"hershey’s milk chocolate","neutral",26,10
"hershey’s milk chocolate","despair",20,9
"hershey’s milk chocolate","joy",63,9
"hershey’s milk chocolate","neutral",49,9
"hershey’s milk chocolate","despair",60,8
"hershey’s milk chocolate","joy",15,8
"hershey’s milk chocolate","neutral",25,8
"hershey’s milk chocolate","despair",16,7
"hershey’s milk chocolate","despair",57,7
"hershey’s milk chocolate","joy",9,7
"hershey’s milk chocolate","joy",11,7
"hershey’s milk chocolate","joy",66,7
"hershey’s milk chocolate","joy",70,7
"hershey’s milk chocolate","neutral",20,7
"hershey’s milk chocolate","neutral",47,7
"hershey’s milk chocolate","neutral",13,6
"hershey’s milk chocolate","neutral",38,6
"hershey’s milk chocolate","neutral",46,6
"hershey’s milk chocolate","neutral",57,6
"hershey’s milk chocolate","neutral",58,6
"hershey’s milk chocolate","despair",59,5
"hershey’s milk chocolate","despair",61,5
"hershey’s milk chocolate","despair",62,5
"hershey’s milk chocolate","despair",64,5
"hershey’s milk chocolate","joy",10,5
"hershey’s milk chocolate","joy",68,5
"hershey’s milk chocolate","joy",71,5
"hershey’s milk chocolate","neutral",22,5
"hershey’s milk chocolate","neutral",41,5
"hershey’s milk chocolate","neutral",54,5
"hershey’s milk chocolate","neutral",55,5
"hershey’s milk chocolate","despair",17,4
"hershey’s milk chocolate","despair",19,4
"hershey’s milk chocolate","despair",65,4
"hershey’s milk chocolate","despair",66,4
"hershey’s milk chocolate","despair",69,4
"hershey’s milk chocolate","joy",69,4
"hershey’s milk chocolate","joy",72,4
"hershey’s milk chocolate","neutral",21,4
"hershey’s milk chocolate","neutral",50,4
"hershey’s milk chocolate","neutral",53,4
"hershey’s milk chocolate","neutral",56,4
"hershey’s milk chocolate","neutral",59,4
"hershey’s milk chocolate","despair",13,3
"hershey’s milk chocolate","despair",18,3
"hershey’s milk chocolate","despair",63,3
"hershey’s milk chocolate","joy",6,3
"hershey’s milk chocolate","joy",8,3
"hershey’s milk chocolate","joy",74,3
"hershey’s milk chocolate","neutral",17,3
"hershey’s milk chocolate","neutral",18,3
"hershey’s milk chocolate","neutral",23,3
"hershey’s milk chocolate","neutral",51,3
"hershey’s milk chocolate","neutral",52,3
"hershey’s milk chocolate","neutral",60,3
"hershey’s milk chocolate","neutral",67,3
"hershey’s milk chocolate","despair",9,2
"hershey’s milk chocolate","despair",14,2
"hershey’s milk chocolate","despair",15,2
"hershey’s milk chocolate","despair",67,2
"hershey’s milk chocolate","joy",75,2
"hershey’s milk chocolate","neutral",14,2
"hershey’s milk chocolate","neutral",19,2
"hershey’s milk chocolate","neutral",62,2
"hershey’s milk chocolate","neutral",66,2
"hershey’s milk chocolate","neutral",70,2
"hershey’s milk chocolate","despair",6,1
"hershey’s milk chocolate","despair",7,1
"hershey’s milk chocolate","despair",8,1
"hershey’s milk chocolate","despair",11,1
"hershey’s milk chocolate","despair",12,1
"hershey’s milk chocolate","despair",70,1
"hershey’s milk chocolate","despair",75,1
"hershey’s milk chocolate","despair",97,1
"hershey’s milk chocolate","joy",5,1
"hershey’s milk chocolate","joy",7,1
"hershey’s milk chocolate","joy",77,1
"hershey’s milk chocolate","joy",85,1
"hershey’s milk chocolate","joy",99,1
"hershey’s milk chocolate","neutral",16,1
"hershey’s milk chocolate","neutral",48,1
"hershey’s milk chocolate","neutral",61,1
"hershey’s milk chocolate","neutral",63,1
"hershey’s milk chocolate","neutral",64,1
"hershey’s milk chocolate","neutral",69,1
"hershey’s milk chocolate","neutral",72,1
"hershey’s milk chocolate","neutral",99,1
"kit kat","joy",35,208
"kit kat","joy",30,198
"kit kat","joy",32,198
"kit kat","joy",33,190
"kit kat","joy",34,188
"kit kat","joy",31,185
"kit kat","joy",45,173
"kit kat","joy",29,159
"kit kat","joy",27,154
"kit kat","joy",36,149
"kit kat","joy",40,144
"kit kat","joy",26,141
"kit kat","joy",37,140
"kit kat","joy",28,138
"kit kat","joy",38,137
"kit kat","joy",44,118
"kit kat","joy",42,114
"kit kat","joy",39,113
"kit kat","joy",43,110
"kit kat","joy",46,110
"kit kat","joy",41,108
"kit kat","joy",25,101
"kit kat","joy",24,93
"kit kat","joy",50,87
"kit kat","joy",47,76
"kit kat","joy",22,67
"kit kat","joy",23,67
"kit kat","joy",48,66
"kit kat","joy",52,56
"kit kat","joy",49,54
"kit kat","joy",51,53
"kit kat","joy",21,52
"kit kat","joy",53,49
"kit kat","joy",54,46
"kit kat","joy",55,46
"kit kat","joy",58,46
"kit kat","joy",19,39
"kit kat","joy",20,37
"kit kat","joy",57,37
"kit kat","joy",18,36
"kit kat","joy",56,29
"kit kat","joy",17,25
"kit kat","despair",31,23
"kit kat","despair",35,22
"kit kat","neutral",30,22
"kit kat","despair",27,20
"kit kat","joy",59,20
"kit kat","despair",28,19
"kit kat","despair",30,19
"kit kat","joy",13,19
"kit kat","despair",33,18
"kit kat","joy",62,18
"kit kat","despair",24,17
"kit kat","despair",52,16
"kit kat","joy",60,16
"kit kat","despair",32,15
"kit kat","despair",34,15
"kit kat","despair",37,15
"kit kat","joy",16,15
"kit kat","despair",29,14
"kit kat","joy",61,14
"kit kat","despair",25,13
"kit kat","despair",46,13
"kit kat","joy",14,13
"kit kat","joy",65,13
"kit kat","despair",38,12
"kit kat","despair",45,12
"kit kat","joy",64,12
"kit kat","joy",67,12
"kit kat","despair",26,11
"kit kat","joy",12,11
"kit kat","joy",66,11
"kit kat","neutral",32,11
"kit kat","neutral",34,11
"kit kat","neutral",35,11
"kit kat","despair",42,10
"kit kat","despair",51,10
"kit kat","joy",15,10
"kit kat","joy",63,10
"kit kat","neutral",31,10
"kit kat","neutral",36,10
"kit kat","despair",23,9
"kit kat","despair",43,9
"kit kat","despair",49,9
"kit kat","despair",50,9
"kit kat","neutral",28,9
"kit kat","neutral",33,9
"kit kat","neutral",38,9
"kit kat","neutral",39,9
"kit kat","neutral",40,9
"kit kat","neutral",44,9
"kit kat","despair",36,8
"kit kat","despair",40,8
"kit kat","despair",60,8
"kit kat","joy",9,8
"kit kat","joy",11,8
"kit kat","neutral",20,8
"kit kat","neutral",29,8
"kit kat","neutral",42,8
"kit kat","despair",21,7
"kit kat","despair",39,7
"kit kat","despair",44,7
"kit kat","joy",69,7
"kit kat","neutral",24,7
"kit kat","despair",22,6
"kit kat","despair",47,6
"kit kat","despair",48,6
"kit kat","despair",56,6
"kit kat","despair",57,6
"kit kat","joy",70,6
"kit kat","neutral",43,6
"kit kat","neutral",47,6
"kit kat","despair",41,5
"kit kat","despair",54,5
"kit kat","despair",62,5
"kit kat","joy",10,5
"kit kat","joy",68,5
"kit kat","joy",71,5
"kit kat","neutral",13,5
"kit kat","neutral",27,5
"kit kat","neutral",37,5
"kit kat","neutral",45,5
"kit kat","neutral",49,5
"kit kat","despair",16,4
"kit kat","joy",6,4
"kit kat","joy",8,4
"kit kat","joy",72,4
"kit kat","neutral",25,4
"kit kat","neutral",59,4
"kit kat","neutral",67,4
"kit kat","despair",19,3
"kit kat","despair",53,3
"kit kat","despair",59,3
"kit kat","despair",61,3
"kit kat","despair",63,3
"kit kat","despair",65,3
"kit kat","despair",67,3
"kit kat","joy",75,3
"kit kat","neutral",21,3
"kit kat","neutral",26,3
"kit kat","neutral",41,3
"kit kat","neutral",46,3
"kit kat","neutral",51,3
"kit kat","neutral",53,3
"kit kat","neutral",54,3
"kit kat","neutral",55,3
"kit kat","neutral",58,3
"kit kat","neutral",64,3
"kit kat","neutral",70,3
"kit kat","despair",17,2
"kit kat","despair",20,2
"kit kat","despair",55,2
"kit kat","despair",58,2
"kit kat","despair",64,2
"kit kat","despair",66,2
"kit kat","despair",74,2
"kit kat","joy",7,2
"kit kat","neutral",16,2
"kit kat","neutral",18,2
"kit kat","neutral",48,2
"kit kat","neutral",52,2
"kit kat","neutral",56,2
"kit kat","neutral",60,2
"kit kat","despair",9,1
"kit kat","despair",12,1
"kit kat","despair",13,1
"kit kat","despair",14,1
"kit kat","despair",18,1
"kit kat","despair",69,1
"kit kat","despair",70,1
"kit kat","despair",85,1
"kit kat","joy",5,1
"kit kat","joy",74,1
"kit kat","joy",77,1
"kit kat","joy",97,1
"kit kat","joy",99,1
"kit kat","neutral",14,1
"kit kat","neutral",22,1
"kit kat","neutral",23,1
"kit kat","neutral",50,1
"kit kat","neutral",57,1
"kit kat","neutral",61,1
"kit kat","neutral",62,1
"kit kat","neutral",69,1
"kit kat","neutral",72,1
"kit kat","neutral",99,1
"lollipops","despair",35,131
"lollipops","despair",45,111
"lollipops","joy",30,109
"lollipops","despair",33,107
"lollipops","despair",31,104
"lollipops","despair",32,104
"lollipops","despair",34,102
"lollipops","joy",32,100
"lollipops","joy",31,98
"lollipops","despair",30,94
"lollipops","joy",27,94
"lollipops","joy",29,90
"lollipops","joy",33,89
"lollipops","joy",35,87
"lollipops","joy",34,86
"lollipops","despair",36,83
"lollipops","despair",40,79
"lollipops","joy",26,79
"lollipops","despair",38,78
"lollipops","despair",37,76
"lollipops","despair",46,74
"lollipops","despair",28,73
"lollipops","joy",28,71
"lollipops","despair",27,70
"lollipops","despair",43,70
"lollipops","despair",29,69
"lollipops","joy",37,68
"lollipops","despair",50,67
"lollipops","despair",44,66
"lollipops","joy",38,66
"lollipops","joy",40,66
"lollipops","joy",45,66
"lollipops","despair",41,65
"lollipops","despair",26,64
"lollipops","joy",24,64
"lollipops","joy",36,63
"lollipops","despair",39,61
"lollipops","despair",42,60
"lollipops","joy",25,56
"lollipops","joy",42,54
"lollipops","joy",39,52
"lollipops","despair",52,51
"lollipops","joy",44,49
"lollipops","despair",25,47
"lollipops","despair",48,46
"lollipops","despair",47,44
"lollipops","joy",41,44
"lollipops","despair",51,43
"lollipops","joy",43,43
"lollipops","joy",46,43
"lollipops","despair",24,39
"lollipops","despair",23,38
"lollipops","despair",49,38
"lollipops","joy",22,37
"lollipops","neutral",30,36
"lollipops","joy",21,35
"lollipops","joy",23,35
"lollipops","despair",22,33
"lollipops","despair",57,32
"lollipops","despair",58,30
"lollipops","joy",47,28
"lollipops","joy",53,27
"lollipops","neutral",34,26
"lollipops","despair",55,25
"lollipops","joy",19,25
"lollipops","despair",54,24
"lollipops","joy",50,24
"lollipops","joy",48,23
"lollipops","joy",54,23
"lollipops","neutral",35,23
"lollipops","despair",56,22
"lollipops","joy",18,22
"lollipops","neutral",28,22
"lollipops","neutral",29,22
"lollipops","joy",20,21
"lollipops","neutral",33,21
"lollipops","neutral",36,21
"lollipops","despair",53,20
"lollipops","joy",49,20
"lollipops","neutral",32,20
"lollipops","despair",21,19
"lollipops","joy",51,19
"lollipops","joy",52,19
"lollipops","joy",55,19
"lollipops","neutral",44,19
"lollipops","neutral",42,18
"lollipops","despair",59,17
"lollipops","despair",62,16
"lollipops","joy",13,16
"lollipops","joy",17,16
"lollipops","neutral",31,16
"lollipops","neutral",37,16
"lollipops","neutral",39,16
"lollipops","neutral",40,16
"lollipops","neutral",47,16
"lollipops","despair",60,15
"lollipops","neutral",25,15
"lollipops","neutral",27,15
"lollipops","despair",20,14
"lollipops","joy",58,14
"lollipops","neutral",24,14
"lollipops","neutral",38,14
"lollipops","joy",16,13
"lollipops","neutral",45,13
"lollipops","despair",61,12
"lollipops","neutral",20,12
"lollipops","neutral",26,12
"lollipops","neutral",43,12
"lollipops","despair",18,11
"lollipops","despair",19,11
"lollipops","despair",66,11
"lollipops","despair",63,10
"lollipops","despair",67,10
"lollipops","neutral",49,10
"lollipops","despair",64,9
"lollipops","despair",65,9
"lollipops","joy",56,9
"lollipops","joy",60,9
"lollipops","neutral",46,9
"lollipops","despair",17,8
"lollipops","neutral",21,8
"lollipops","neutral",53,8
"lollipops","despair",12,7
"lollipops","despair",69,7
"lollipops","joy",9,7
"lollipops","joy",14,7
"lollipops","joy",57,7
"lollipops","joy",62,7
"lollipops","neutral",41,7
"lollipops","neutral",54,7
"lollipops","neutral",55,7
"lollipops","neutral",58,7
"lollipops","joy",11,6
"lollipops","joy",15,6
"lollipops","joy",59,6
"lollipops","joy",65,6
"lollipops","neutral",13,6
"lollipops","neutral",18,6
"lollipops","neutral",19,6
"lollipops","neutral",50,6
"lollipops","neutral",56,6
"lollipops","despair",14,5
"lollipops","despair",16,5
"lollipops","despair",70,5
"lollipops","joy",10,5
"lollipops","joy",12,5
"lollipops","joy",61,5
"lollipops","neutral",48,5
"lollipops","neutral",57,5
"lollipops","neutral",64,5
"lollipops","neutral",67,5
"lollipops","despair",71,4
"lollipops","joy",6,4
"lollipops","joy",8,4
"lollipops","joy",67,4
"lollipops","neutral",22,4
"lollipops","neutral",23,4
"lollipops","neutral",51,4
"lollipops","neutral",52,4
"lollipops","neutral",59,4
"lollipops","despair",13,3
"lollipops","despair",15,3
"lollipops","despair",72,3
"lollipops","despair",74,3
"lollipops","joy",64,3
"lollipops","joy",68,3
"lollipops","neutral",14,3
"lollipops","neutral",16,3
"lollipops","neutral",17,3
"lollipops","neutral",70,3
"lollipops","despair",9,2
"lollipops","despair",68,2
"lollipops","joy",7,2
"lollipops","joy",63,2
"lollipops","joy",70,2
"lollipops","neutral",60,2
"lollipops","neutral",66,2
"lollipops","despair",5,1
"lollipops","despair",11,1
"lollipops","despair",75,1
"lollipops","despair",77,1
"lollipops","despair",85,1
"lollipops","joy",69,1
"lollipops","joy",72,1
"lollipops","joy",75,1
"lollipops","joy",97,1
"lollipops","joy",99,1
"lollipops","neutral",11,1
"lollipops","neutral",15,1
"lollipops","neutral",61,1
"lollipops","neutral",62,1
"lollipops","neutral",63,1
"lollipops","neutral",65,1
"lollipops","neutral",69,1
"lollipops","neutral",71,1
"lollipops","neutral",72,1
"lollipops","neutral",75,1
"lollipops","neutral",99,1
"m&ms","joy",33,172
"m&ms","joy",35,169
"m&ms","joy",32,168
"m&ms","joy",34,164
"m&ms","joy",31,162
"m&ms","joy",30,158
"m&ms","joy",45,141
"m&ms","joy",29,131
"m&ms","joy",26,130
"m&ms","joy",27,126
"m&ms","joy",38,125
"m&ms","joy",40,124
"m&ms","joy",36,122
"m&ms","joy",28,119
"m&ms","joy",44,106
"m&ms","joy",37,105
"m&ms","joy",43,101
"m&ms","joy",39,99
"m&ms","joy",42,99
"m&ms","joy",46,98
"m&ms","joy",41,96
"m&ms","joy",25,88
"m&ms","joy",24,83
"m&ms","joy",50,80
"m&ms","joy",47,76
"m&ms","joy",48,64
"m&ms","joy",22,61
"m&ms","joy",52,58
"m&ms","joy",23,57
"m&ms","joy",49,55
"m&ms","despair",30,51
"m&ms","despair",32,51
"m&ms","despair",35,51
"m&ms","joy",21,50
"m&ms","despair",31,49
"m&ms","joy",51,49
"m&ms","joy",53,46
"m&ms","joy",54,46
"m&ms","despair",37,43
"m&ms","joy",58,43
"m&ms","despair",27,41
"m&ms","despair",33,40
"m&ms","despair",45,39
"m&ms","despair",29,38
"m&ms","joy",55,37
"m&ms","joy",57,35
"m&ms","despair",28,34
"m&ms","joy",20,34
"m&ms","joy",19,33
"m&ms","despair",34,31
"m&ms","joy",18,31
"m&ms","despair",36,30
"m&ms","neutral",30,30
"m&ms","joy",56,29
"m&ms","despair",42,25
"m&ms","despair",38,24
"m&ms","despair",46,24
"m&ms","joy",17,24
"m&ms","despair",25,22
"m&ms","despair",24,21
"m&ms","despair",26,21
"m&ms","joy",62,21
"m&ms","neutral",35,21
"m&ms","despair",40,19
"m&ms","joy",60,19
"m&ms","neutral",34,19
"m&ms","despair",39,18
"m&ms","joy",59,18
"m&ms","neutral",40,18
"m&ms","despair",44,17
"m&ms","joy",13,17
"m&ms","despair",23,16
"m&ms","despair",41,16
"m&ms","despair",43,16
"m&ms","joy",67,15
"m&ms","neutral",36,15
"m&ms","despair",50,14
"m&ms","despair",51,14
"m&ms","joy",64,14
"m&ms","despair",52,13
"m&ms","joy",16,13
"m&ms","neutral",24,13
"m&ms","neutral",28,13
"m&ms","despair",22,12
"m&ms","joy",61,12
"m&ms","joy",63,12
"m&ms","joy",65,12
"m&ms","neutral",27,12
"m&ms","neutral",29,12
"m&ms","neutral",37,12
"m&ms","neutral",39,12
"m&ms","joy",12,11
"m&ms","neutral",44,11
"m&ms","joy",14,10
"m&ms","neutral",45,10
"m&ms","despair",55,9
"m&ms","joy",66,9
"m&ms","neutral",38,9
"m&ms","despair",21,8
"m&ms","joy",9,8
"m&ms","joy",11,8
"m&ms","joy",15,8
"m&ms","neutral",25,8
"m&ms","neutral",42,8
"m&ms","neutral",43,8
"m&ms","despair",47,7
"m&ms","despair",48,7
"m&ms","joy",70,7
"m&ms","neutral",20,7
"m&ms","neutral",31,7
"m&ms","neutral",49,7
"m&ms","despair",20,6
"m&ms","despair",49,6
"m&ms","despair",53,6
"m&ms","despair",57,6
"m&ms","joy",69,6
"m&ms","despair",16,5
"m&ms","despair",18,5
"m&ms","despair",19,5
"m&ms","despair",54,5
"m&ms","despair",56,5
"m&ms","despair",59,5
"m&ms","despair",61,5
"m&ms","joy",10,5
"m&ms","joy",68,5
"m&ms","neutral",13,5
"m&ms","neutral",32,5
"m&ms","neutral",33,5
"m&ms","neutral",47,5
"m&ms","neutral",55,5
"m&ms","despair",58,4
"m&ms","despair",60,4
"m&ms","joy",6,4
"m&ms","joy",8,4
"m&ms","joy",72,4
"m&ms","neutral",19,4
"m&ms","neutral",21,4
"m&ms","neutral",23,4
"m&ms","neutral",26,4
"m&ms","neutral",41,4
"m&ms","neutral",46,4
"m&ms","neutral",58,4
"m&ms","neutral",59,4
"m&ms","despair",13,3
"m&ms","despair",14,3
"m&ms","despair",65,3
"m&ms","despair",66,3
"m&ms","despair",69,3
"m&ms","joy",71,3
"m&ms","joy",74,3
